FeatureCode,DateCode,Measurement,Units,Value,Indicator (public transport)
S12000018,2009,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2007,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2012,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2013,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2009,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2009,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,2019,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2015,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,2015,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,2017,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2014,Ratio,Percent Of Adults,81,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,2015,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2017,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2010,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2012,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2016,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2010,Ratio,Percent Of Adults,81,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2009,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2017,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2010,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2012,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2012,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2017,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2008,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2019,Ratio,Percent Of Adults,81,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2013,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2008,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2015,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2009,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2010,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2012,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2019,Ratio,Percent Of Adults,44,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2015,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2014,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2008,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2016,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2008,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2011,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2015,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2010,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2008,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2014,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2008,Ratio,Percent Of Adults,90,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2019,Ratio,Percent Of Adults,49,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2012,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2013,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2009,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2014,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2019,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2017,Ratio,Percent Of Adults,45,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2019,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2010,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2014,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2019,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2007,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2009,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2012,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2015,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2018,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2013,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2018,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2016,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,2011,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2017,Ratio,Percent Of Adults,52,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2015,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2018,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2019,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2008,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2009,Ratio,Percent Of Adults,54,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2019,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2012,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2010,Ratio,Percent Of Adults,54,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2014,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2018,Ratio,Percent Of Adults,46,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2008,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2010,Ratio,Percent Of Adults,49,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2014,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2012,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2011,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2016,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2007,Ratio,Percent Of Adults,49,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2015,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2017,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2007,Ratio,Percent Of Adults,52,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,2009,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2018,Ratio,Percent Of Adults,54,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2013,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2016,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2013,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2017,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2008,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2011,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2013,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2014,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2013,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2009,Ratio,Percent Of Adults,48,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2007,Ratio,Percent Of Adults,48,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,2018,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2017,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2011,Ratio,Percent Of Adults,51,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2012,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,2014,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2009,Ratio,Percent Of Adults,85,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2010,Ratio,Percent Of Adults,51,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2014,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2019,Ratio,Percent Of Adults,50,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,2011,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2015,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2018,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2016,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2016,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2009,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,2019,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2010,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,2015,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2019,Ratio,Percent Of Adults,53,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2009,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2012,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2009,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2010,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2010,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2008,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2018,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2010,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2014,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2014,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2013,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2019,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2013,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2018,Ratio,Percent Of Adults,42,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2015,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2019,Ratio,Percent Of Adults,52,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2007,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2011,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2016,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2013,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2016,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2007,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2015,Ratio,Percent Of Adults,81,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2019,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2012,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2017,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2008,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2014,Ratio,Percent Of Adults,91,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2011,Ratio,Percent Of Adults,92,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2017,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2018,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2009,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2007,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2010,Ratio,Percent Of Adults,89,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2012,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2016,Ratio,Percent Of Adults,90,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2009,Ratio,Percent Of Adults,87,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2015,Ratio,Percent Of Adults,89,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2019,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2007,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2017,Ratio,Percent Of Adults,35,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2014,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2015,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2011,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2012,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,2019,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2018,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2013,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2016,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2018,Ratio,Percent Of Adults,40,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,2007,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2015,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,2009,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,2012,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2011,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2018,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2015,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2008,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2019,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2012,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2010,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2018,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2007,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2016,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2009,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2017,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2012,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2016,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2011,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2007,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2016,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2017,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2018,Ratio,Percent Of Adults,50,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2009,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2016,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2015,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2007,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2018,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,2013,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2015,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2012,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2007,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2011,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2019,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2017,Ratio,Percent Of Adults,51,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2008,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2016,Ratio,Percent Of Adults,53,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2015,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2014,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2009,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2013,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2007,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2010,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2016,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2012,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2014,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2017,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,2018,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2017,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,2014,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,2018,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2013,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,2017,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2014,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2009,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,2008,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
