FeatureCode,DateCode,Measurement,Units,Value,Indicator (road vehicles)
S12000030,2009,Ratio,Percent Of Households,25.7,% Of Households Without Access To A Car
S12000030,2015,Ratio,Percent Of Households,22.2,% Of Households Without Access To A Car
S12000030,2003,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S12000050,2016,Ratio,Percent Of Households,27.2,% Of Households Without Access To A Car
S12000050,2014,Ratio,Percent Of Households,24.7,% Of Households With Access To Two Or More Cars
S12000030,2003,Ratio,Percent Of Households,33.2,% Of Households With Access To Two Or More Cars
S12000050,2017,Ratio,Percent Of Households,28.9,% Of Households Without Access To A Car
S12000050,2017,Ratio,Percent Of Households,29.7,% Of Households With Access To Two Or More Cars
S12000050,2012,Ratio,Percent Of Households,26,% Of Households With Access To Two Or More Cars
S12000030,2001,Ratio,Percent Of Households,27.4,% Of Households Without Access To A Car
S12000050,2018,Ratio,Percent Of Households,28,% Of Households Without Access To A Car
S12000030,2013,Ratio,Percent Of Households,34.2,% Of Households With Access To Two Or More Cars
S12000030,2017,Ratio,Percent Of Households,19.8,% Of Households Without Access To A Car
S12000030,2001,Ratio,Percent Of Households,32.3,% Of Households With Access To Two Or More Cars
S12000030,1999,Ratio,Percent Of Households,31.5,% Of Households With Access To Two Or More Cars
S12000030,2016,Ratio,Percent Of Households,29.3,% Of Households With Access To Two Or More Cars
S12000030,2005,Ratio,Percent Of Households,44.1,% Of Households With Access To One Car
S12000030,2015,Ratio,Percent Of Households,40.4,% Of Households With Access To One Car
S12000030,2019,Ratio,Percent Of Households,20,% Of Households Without Access To A Car
S12000030,2016,Ratio,Percent Of Households,48.6,% Of Households With Access To One Car
S12000030,2019,Ratio,Percent Of Households,45,% Of Households With Access To Two Or More Cars
S12000050,2015,Ratio,Percent Of Households,23.7,% Of Households With Access To Two Or More Cars
S12000030,2017,Ratio,Percent Of Households,35.3,% Of Households With Access To Two Or More Cars
S12000030,2012,Ratio,Percent Of Households,33.5,% Of Households With Access To Two Or More Cars
S12000050,1999,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000050,2005,Ratio,Percent Of Households,44.3,% Of Households With Access To One Car
S12000030,2019,Ratio,Percent Of Households,34,% Of Households With Access To One Car
S12000030,2014,Ratio,Percent Of Households,41.4,% Of Households With Access To One Car
S12000030,2013,Ratio,Percent Of Households,22.2,% Of Households Without Access To A Car
S12000030,2003,Ratio,Percent Of Households,22.3,% Of Households Without Access To A Car
S12000030,2013,Ratio,Percent Of Households,43.7,% Of Households With Access To One Car
S12000050,2001,Ratio,Percent Of Households,46.2,% Of Households With Access To One Car
S12000050,2007,Ratio,Percent Of Households,32,% Of Households Without Access To A Car
S12000047,2015,Ratio,Percent Of Households,26.4,% Of Households Without Access To A Car
S12000047,2016,Ratio,Percent Of Households,29.7,% Of Households Without Access To A Car
S12000041,2019,Ratio,Percent Of Households,36,% Of Households With Access To Two Or More Cars
S12000041,2013,Ratio,Percent Of Households,32.2,% Of Households With Access To Two Or More Cars
S12000041,1999,Ratio,Percent Of Households,26.6,% Of Households Without Access To A Car
S12000047,2003,Ratio,Percent Of Households,28.3,% Of Households Without Access To A Car
S12000047,2014,Ratio,Percent Of Households,27.3,% Of Households With Access To Two Or More Cars
S12000041,2015,Ratio,Percent Of Households,23.7,% Of Households Without Access To A Car
S12000041,2017,Ratio,Percent Of Households,19.8,% Of Households Without Access To A Car
S12000041,2015,Ratio,Percent Of Households,30.3,% Of Households With Access To Two Or More Cars
S12000047,2013,Ratio,Percent Of Households,25.6,% Of Households Without Access To A Car
S12000041,2019,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000041,2012,Ratio,Percent Of Households,45.1,% Of Households With Access To One Car
S12000041,2012,Ratio,Percent Of Households,29.8,% Of Households With Access To Two Or More Cars
S12000041,2016,Ratio,Percent Of Households,44.3,% Of Households With Access To One Car
S12000041,2015,Ratio,Percent Of Households,46,% Of Households With Access To One Car
S12000047,2018,Ratio,Percent Of Households,29,% Of Households With Access To Two Or More Cars
S12000041,2014,Ratio,Percent Of Households,46,% Of Households With Access To One Car
S12000041,2017,Ratio,Percent Of Households,32.2,% Of Households With Access To Two Or More Cars
S12000041,2013,Ratio,Percent Of Households,44.7,% Of Households With Access To One Car
S12000047,2019,Ratio,Percent Of Households,29,% Of Households With Access To Two Or More Cars
S12000042,2001,Ratio,Percent Of Households,14.8,% Of Households With Access To Two Or More Cars
S12000042,2007,Ratio,Percent Of Households,38.2,% Of Households With Access To One Car
S12000047,2015,Ratio,Percent Of Households,26.1,% Of Households With Access To Two Or More Cars
S12000042,2003,Ratio,Percent Of Households,11.2,% Of Households With Access To Two Or More Cars
S12000047,2012,Ratio,Percent Of Households,31.4,% Of Households With Access To Two Or More Cars
S12000042,2018,Ratio,Percent Of Households,46,% Of Households Without Access To A Car
S12000047,2007,Ratio,Percent Of Households,29.3,% Of Households With Access To Two Or More Cars
S12000047,2017,Ratio,Percent Of Households,43.3,% Of Households With Access To One Car
S12000042,2001,Ratio,Percent Of Households,40.8,% Of Households With Access To One Car
S12000047,2019,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000047,2007,Ratio,Percent Of Households,26.7,% Of Households Without Access To A Car
S12000041,2018,Ratio,Percent Of Households,36,% Of Households With Access To Two Or More Cars
S12000041,2003,Ratio,Percent Of Households,26,% Of Households With Access To Two Or More Cars
S12000047,2013,Ratio,Percent Of Households,28,% Of Households With Access To Two Or More Cars
S12000041,2017,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000041,2014,Ratio,Percent Of Households,25.3,% Of Households Without Access To A Car
S12000042,2014,Ratio,Percent Of Households,37,% Of Households With Access To One Car
S12000042,2012,Ratio,Percent Of Households,15.5,% Of Households With Access To Two Or More Cars
S12000047,2009,Ratio,Percent Of Households,27.1,% Of Households With Access To Two Or More Cars
S12000042,2013,Ratio,Percent Of Households,45.1,% Of Households With Access To One Car
S12000047,2005,Ratio,Percent Of Households,25.5,% Of Households With Access To Two Or More Cars
S12000047,1999,Ratio,Percent Of Households,48.1,% Of Households With Access To One Car
S12000047,2001,Ratio,Percent Of Households,29.9,% Of Households Without Access To A Car
S12000041,2003,Ratio,Percent Of Households,27.6,% Of Households Without Access To A Car
S12000041,2018,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000047,2003,Ratio,Percent Of Households,45.5,% Of Households With Access To One Car
S12000047,2001,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000047,2012,Ratio,Percent Of Households,25.6,% Of Households Without Access To A Car
S12000041,2016,Ratio,Percent Of Households,35.6,% Of Households With Access To Two Or More Cars
S12000047,2009,Ratio,Percent Of Households,27.2,% Of Households Without Access To A Car
S12000041,2001,Ratio,Percent Of Households,24.8,% Of Households Without Access To A Car
S12000041,1999,Ratio,Percent Of Households,21.5,% Of Households With Access To Two Or More Cars
S12000038,2018,Ratio,Percent Of Households,27,% Of Households With Access To Two Or More Cars
S12000038,2013,Ratio,Percent Of Households,42.3,% Of Households With Access To One Car
S12000047,2009,Ratio,Percent Of Households,45.7,% Of Households With Access To One Car
S12000038,2009,Ratio,Percent Of Households,34.3,% Of Households Without Access To A Car
S12000047,2016,Ratio,Percent Of Households,40.2,% Of Households With Access To One Car
S12000047,2005,Ratio,Percent Of Households,47.4,% Of Households With Access To One Car
S12000041,2009,Ratio,Percent Of Households,44.4,% Of Households With Access To One Car
S12000041,2001,Ratio,Percent Of Households,50.2,% Of Households With Access To One Car
S12000047,2007,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000041,2012,Ratio,Percent Of Households,25.1,% Of Households Without Access To A Car
S12000041,1999,Ratio,Percent Of Households,52,% Of Households With Access To One Car
S12000041,2005,Ratio,Percent Of Households,26.3,% Of Households Without Access To A Car
S12000041,2007,Ratio,Percent Of Households,25.4,% Of Households Without Access To A Car
S12000041,2019,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000041,2018,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000041,2009,Ratio,Percent Of Households,31.4,% Of Households With Access To Two Or More Cars
S12000041,2013,Ratio,Percent Of Households,23.1,% Of Households Without Access To A Car
S12000047,2017,Ratio,Percent Of Households,28.9,% Of Households Without Access To A Car
S12000041,2005,Ratio,Percent Of Households,30.4,% Of Households With Access To Two Or More Cars
S12000041,2005,Ratio,Percent Of Households,43.3,% Of Households With Access To One Car
S12000041,2016,Ratio,Percent Of Households,20.2,% Of Households Without Access To A Car
S12000041,2009,Ratio,Percent Of Households,24.3,% Of Households Without Access To A Car
S12000047,2014,Ratio,Percent Of Households,27.1,% Of Households Without Access To A Car
S12000041,2001,Ratio,Percent Of Households,25.1,% Of Households With Access To Two Or More Cars
S12000041,2003,Ratio,Percent Of Households,46.4,% Of Households With Access To One Car
S12000047,2019,Ratio,Percent Of Households,28,% Of Households Without Access To A Car
S12000041,2014,Ratio,Percent Of Households,28.7,% Of Households With Access To Two Or More Cars
S12000041,2007,Ratio,Percent Of Households,27.2,% Of Households With Access To Two Or More Cars
S12000047,2018,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000041,2007,Ratio,Percent Of Households,47.3,% Of Households With Access To One Car
S12000045,2015,Ratio,Percent Of Households,15.9,% Of Households Without Access To A Car
S12000045,2003,Ratio,Percent Of Households,19.4,% Of Households Without Access To A Car
S12000045,2015,Ratio,Percent Of Households,34.8,% Of Households With Access To Two Or More Cars
S12000045,2005,Ratio,Percent Of Households,47,% Of Households With Access To One Car
S12000045,2009,Ratio,Percent Of Households,44.6,% Of Households With Access To One Car
S12000045,2013,Ratio,Percent Of Households,14.3,% Of Households Without Access To A Car
S12000045,1999,Ratio,Percent Of Households,18.7,% Of Households Without Access To A Car
S12000045,2007,Ratio,Percent Of Households,35.5,% Of Households With Access To Two Or More Cars
S12000045,2016,Ratio,Percent Of Households,39.5,% Of Households With Access To Two Or More Cars
S12000045,2019,Ratio,Percent Of Households,14,% Of Households Without Access To A Car
S12000045,2001,Ratio,Percent Of Households,35.1,% Of Households With Access To Two Or More Cars
S12000042,2003,Ratio,Percent Of Households,39.7,% Of Households With Access To One Car
S12000042,2005,Ratio,Percent Of Households,45.8,% Of Households Without Access To A Car
S12000045,2009,Ratio,Percent Of Households,37.9,% Of Households With Access To Two Or More Cars
S12000042,2009,Ratio,Percent Of Households,44.1,% Of Households Without Access To A Car
S12000045,2017,Ratio,Percent Of Households,42.6,% Of Households With Access To One Car
S12000045,2015,Ratio,Percent Of Households,49.3,% Of Households With Access To One Car
S12000045,2009,Ratio,Percent Of Households,17.6,% Of Households Without Access To A Car
S12000045,2016,Ratio,Percent Of Households,18.4,% Of Households Without Access To A Car
S12000045,2014,Ratio,Percent Of Households,17.7,% Of Households Without Access To A Car
S12000045,2018,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000045,2001,Ratio,Percent Of Households,45.3,% Of Households With Access To One Car
S12000045,2018,Ratio,Percent Of Households,14,% Of Households Without Access To A Car
S12000045,2001,Ratio,Percent Of Households,19.6,% Of Households Without Access To A Car
S12000045,2007,Ratio,Percent Of Households,44.8,% Of Households With Access To One Car
S12000045,2005,Ratio,Percent Of Households,19,% Of Households Without Access To A Car
S12000045,1999,Ratio,Percent Of Households,49.9,% Of Households With Access To One Car
S12000045,2017,Ratio,Percent Of Households,14.6,% Of Households Without Access To A Car
S12000045,2018,Ratio,Percent Of Households,41,% Of Households With Access To Two Or More Cars
S12000045,2003,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S12000045,2017,Ratio,Percent Of Households,42.8,% Of Households With Access To Two Or More Cars
S12000045,2013,Ratio,Percent Of Households,39.5,% Of Households With Access To Two Or More Cars
S12000045,2007,Ratio,Percent Of Households,19.8,% Of Households Without Access To A Car
S12000045,2005,Ratio,Percent Of Households,33.9,% Of Households With Access To Two Or More Cars
S12000045,2013,Ratio,Percent Of Households,46.3,% Of Households With Access To One Car
S12000045,2014,Ratio,Percent Of Households,41.8,% Of Households With Access To One Car
S12000045,2003,Ratio,Percent Of Households,36.1,% Of Households With Access To Two Or More Cars
S12000045,1999,Ratio,Percent Of Households,31.4,% Of Households With Access To Two Or More Cars
S12000045,2012,Ratio,Percent Of Households,20.2,% Of Households Without Access To A Car
S12000045,2019,Ratio,Percent Of Households,41,% Of Households With Access To Two Or More Cars
S12000045,2012,Ratio,Percent Of Households,35.5,% Of Households With Access To Two Or More Cars
S12000045,2014,Ratio,Percent Of Households,40.4,% Of Households With Access To Two Or More Cars
S12000047,1999,Ratio,Percent Of Households,31.2,% Of Households Without Access To A Car
S12000042,2017,Ratio,Percent Of Households,40.9,% Of Households With Access To One Car
S12000042,2016,Ratio,Percent Of Households,37.2,% Of Households With Access To One Car
S12000047,1999,Ratio,Percent Of Households,20.7,% Of Households With Access To Two Or More Cars
S12000047,2001,Ratio,Percent Of Households,22,% Of Households With Access To Two Or More Cars
S12000042,2005,Ratio,Percent Of Households,39.6,% Of Households With Access To One Car
S12000042,2019,Ratio,Percent Of Households,36,% Of Households With Access To One Car
S12000042,2007,Ratio,Percent Of Households,46.8,% Of Households Without Access To A Car
S12000047,2003,Ratio,Percent Of Households,26.2,% Of Households With Access To Two Or More Cars
S12000042,2017,Ratio,Percent Of Households,14.3,% Of Households With Access To Two Or More Cars
S12000042,2014,Ratio,Percent Of Households,48.2,% Of Households Without Access To A Car
S12000042,2015,Ratio,Percent Of Households,45.3,% Of Households With Access To One Car
S12000042,2016,Ratio,Percent Of Households,18,% Of Households With Access To Two Or More Cars
S12000042,1999,Ratio,Percent Of Households,49.2,% Of Households Without Access To A Car
S12000047,2005,Ratio,Percent Of Households,27.1,% Of Households Without Access To A Car
S12000047,2016,Ratio,Percent Of Households,30.2,% Of Households With Access To Two Or More Cars
S12000042,2019,Ratio,Percent Of Households,46,% Of Households Without Access To A Car
S12000042,2015,Ratio,Percent Of Households,16.9,% Of Households With Access To Two Or More Cars
S12000042,2013,Ratio,Percent Of Households,41.4,% Of Households Without Access To A Car
S12000042,2009,Ratio,Percent Of Households,17.2,% Of Households With Access To Two Or More Cars
S12000042,2012,Ratio,Percent Of Households,40.2,% Of Households With Access To One Car
S12000042,2018,Ratio,Percent Of Households,36,% Of Households With Access To One Car
S12000045,2016,Ratio,Percent Of Households,42.1,% Of Households With Access To One Car
S12000045,2012,Ratio,Percent Of Households,44.3,% Of Households With Access To One Car
S12000042,2007,Ratio,Percent Of Households,15,% Of Households With Access To Two Or More Cars
S12000042,2016,Ratio,Percent Of Households,44.8,% Of Households Without Access To A Car
S12000042,2003,Ratio,Percent Of Households,49.2,% Of Households Without Access To A Car
S12000042,2018,Ratio,Percent Of Households,18,% Of Households With Access To Two Or More Cars
S12000042,2001,Ratio,Percent Of Households,44.4,% Of Households Without Access To A Car
S12000042,2009,Ratio,Percent Of Households,38.7,% Of Households With Access To One Car
S12000042,2012,Ratio,Percent Of Households,44.3,% Of Households Without Access To A Car
S12000047,2018,Ratio,Percent Of Households,28,% Of Households Without Access To A Car
S12000042,2013,Ratio,Percent Of Households,13.5,% Of Households With Access To Two Or More Cars
S12000042,1999,Ratio,Percent Of Households,40,% Of Households With Access To One Car
S12000042,2017,Ratio,Percent Of Households,44.8,% Of Households Without Access To A Car
S12000042,1999,Ratio,Percent Of Households,10.8,% Of Households With Access To Two Or More Cars
S12000042,2019,Ratio,Percent Of Households,18,% Of Households With Access To Two Or More Cars
S12000042,2014,Ratio,Percent Of Households,14.7,% Of Households With Access To Two Or More Cars
S12000042,2005,Ratio,Percent Of Households,14.6,% Of Households With Access To Two Or More Cars
S12000042,2015,Ratio,Percent Of Households,37.7,% Of Households Without Access To A Car
S12000045,2019,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000048,2003,Ratio,Percent Of Households,21.7,% Of Households Without Access To A Car
S12000048,2009,Ratio,Percent Of Households,47.8,% Of Households With Access To One Car
S12000035,1999,Ratio,Percent Of Households,26.5,% Of Households Without Access To A Car
S12000035,2001,Ratio,Percent Of Households,17.9,% Of Households With Access To Two Or More Cars
S12000035,2001,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S12000048,2003,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000036,1999,Ratio,Percent Of Households,15.6,% Of Households With Access To Two Or More Cars
S12000036,2007,Ratio,Percent Of Households,16.7,% Of Households With Access To Two Or More Cars
S12000048,2018,Ratio,Percent Of Households,50,% Of Households With Access To One Car
S12000048,1999,Ratio,Percent Of Households,26,% Of Households With Access To Two Or More Cars
S12000036,2018,Ratio,Percent Of Households,18,% Of Households With Access To Two Or More Cars
S12000035,2016,Ratio,Percent Of Households,33.1,% Of Households With Access To Two Or More Cars
S12000035,2003,Ratio,Percent Of Households,31.1,% Of Households Without Access To A Car
S12000048,2016,Ratio,Percent Of Households,24.3,% Of Households Without Access To A Car
S12000035,2016,Ratio,Percent Of Households,41.4,% Of Households With Access To One Car
S12000035,2013,Ratio,Percent Of Households,23.2,% Of Households Without Access To A Car
S12000035,2019,Ratio,Percent Of Households,22,% Of Households Without Access To A Car
S12000035,1999,Ratio,Percent Of Households,24,% Of Households With Access To Two Or More Cars
S12000035,2013,Ratio,Percent Of Households,44.6,% Of Households With Access To One Car
S12000048,2005,Ratio,Percent Of Households,18.6,% Of Households Without Access To A Car
S12000048,2017,Ratio,Percent Of Households,36.6,% Of Households With Access To Two Or More Cars
S12000036,2003,Ratio,Percent Of Households,16.5,% Of Households With Access To Two Or More Cars
S12000036,2016,Ratio,Percent Of Households,17.4,% Of Households With Access To Two Or More Cars
S12000036,2019,Ratio,Percent Of Households,18,% Of Households With Access To Two Or More Cars
S12000048,2017,Ratio,Percent Of Households,42.3,% Of Households With Access To One Car
S12000036,2012,Ratio,Percent Of Households,16,% Of Households With Access To Two Or More Cars
S12000036,1999,Ratio,Percent Of Households,43.1,% Of Households With Access To One Car
S12000036,2019,Ratio,Percent Of Households,41,% Of Households Without Access To A Car
S12000036,2007,Ratio,Percent Of Households,43.1,% Of Households With Access To One Car
S12000048,2019,Ratio,Percent Of Households,33,% Of Households With Access To Two Or More Cars
S12000048,2013,Ratio,Percent Of Households,19.7,% Of Households Without Access To A Car
S12000048,2001,Ratio,Percent Of Households,25.5,% Of Households Without Access To A Car
S12000036,2016,Ratio,Percent Of Households,38.9,% Of Households Without Access To A Car
S12000036,2005,Ratio,Percent Of Households,16.2,% Of Households With Access To Two Or More Cars
S12000036,2015,Ratio,Percent Of Households,19.3,% Of Households With Access To Two Or More Cars
S12000036,2013,Ratio,Percent Of Households,15.9,% Of Households With Access To Two Or More Cars
S12000048,2018,Ratio,Percent Of Households,33,% Of Households With Access To Two Or More Cars
S12000048,1999,Ratio,Percent Of Households,26,% Of Households Without Access To A Car
S12000036,2017,Ratio,Percent Of Households,39.3,% Of Households Without Access To A Car
S12000036,2009,Ratio,Percent Of Households,15.7,% Of Households With Access To Two Or More Cars
S12000036,2014,Ratio,Percent Of Households,14.9,% Of Households With Access To Two Or More Cars
S12000036,2017,Ratio,Percent Of Households,18.6,% Of Households With Access To Two Or More Cars
S12000048,2019,Ratio,Percent Of Households,17,% Of Households Without Access To A Car
S12000035,2005,Ratio,Percent Of Households,51.1,% Of Households With Access To One Car
S12000035,2014,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000048,2017,Ratio,Percent Of Households,21.1,% Of Households Without Access To A Car
S12000035,2015,Ratio,Percent Of Households,28.8,% Of Households Without Access To A Car
S12000035,2012,Ratio,Percent Of Households,29.9,% Of Households With Access To Two Or More Cars
S12000048,2012,Ratio,Percent Of Households,25.2,% Of Households Without Access To A Car
S12000048,2001,Ratio,Percent Of Households,48.7,% Of Households With Access To One Car
S12000035,1999,Ratio,Percent Of Households,49.5,% Of Households With Access To One Car
S12000048,2013,Ratio,Percent Of Households,29.8,% Of Households With Access To Two Or More Cars
S12000035,2007,Ratio,Percent Of Households,50.6,% Of Households With Access To One Car
S12000035,2017,Ratio,Percent Of Households,42.6,% Of Households With Access To One Car
S12000035,2003,Ratio,Percent Of Households,25.8,% Of Households With Access To Two Or More Cars
S12000035,2009,Ratio,Percent Of Households,47,% Of Households With Access To One Car
S12000035,2017,Ratio,Percent Of Households,21.5,% Of Households Without Access To A Car
S12000035,2018,Ratio,Percent Of Households,33,% Of Households With Access To Two Or More Cars
S12000048,2007,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000048,2013,Ratio,Percent Of Households,50.5,% Of Households With Access To One Car
S12000048,2014,Ratio,Percent Of Households,47.1,% Of Households With Access To One Car
S12000035,2012,Ratio,Percent Of Households,25.5,% Of Households Without Access To A Car
S12000035,2019,Ratio,Percent Of Households,33,% Of Households With Access To Two Or More Cars
S12000035,2018,Ratio,Percent Of Households,22,% Of Households Without Access To A Car
S12000048,2014,Ratio,Percent Of Households,20.3,% Of Households Without Access To A Car
S12000035,2009,Ratio,Percent Of Households,22,% Of Households Without Access To A Car
S12000035,2014,Ratio,Percent Of Households,26.6,% Of Households With Access To Two Or More Cars
S12000035,2007,Ratio,Percent Of Households,26.8,% Of Households With Access To Two Or More Cars
S12000048,2015,Ratio,Percent Of Households,20.5,% Of Households Without Access To A Car
S12000035,2005,Ratio,Percent Of Households,23.1,% Of Households With Access To Two Or More Cars
S12000035,2005,Ratio,Percent Of Households,25.7,% Of Households Without Access To A Car
S12000035,2019,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000048,2019,Ratio,Percent Of Households,50,% Of Households With Access To One Car
S12000035,2017,Ratio,Percent Of Households,35.9,% Of Households With Access To Two Or More Cars
S12000035,2012,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S12000035,2009,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000048,2005,Ratio,Percent Of Households,29.4,% Of Households With Access To Two Or More Cars
S12000035,2015,Ratio,Percent Of Households,48.3,% Of Households With Access To One Car
S12000035,2016,Ratio,Percent Of Households,25.5,% Of Households Without Access To A Car
S12000035,2003,Ratio,Percent Of Households,43.1,% Of Households With Access To One Car
S12000035,2018,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000035,2013,Ratio,Percent Of Households,32.2,% Of Households With Access To Two Or More Cars
S12000035,2007,Ratio,Percent Of Households,22.6,% Of Households Without Access To A Car
S12000038,2012,Ratio,Percent Of Households,41.8,% Of Households With Access To One Car
S12000038,1999,Ratio,Percent Of Households,38.6,% Of Households With Access To One Car
S12000048,1999,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000038,2003,Ratio,Percent Of Households,38.5,% Of Households Without Access To A Car
S12000038,2003,Ratio,Percent Of Households,20.3,% Of Households With Access To Two Or More Cars
S12000038,2001,Ratio,Percent Of Households,39.8,% Of Households With Access To One Car
S12000038,2007,Ratio,Percent Of Households,26.8,% Of Households With Access To Two Or More Cars
S12000047,2017,Ratio,Percent Of Households,27.8,% Of Households With Access To Two Or More Cars
S12000038,2019,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000038,2009,Ratio,Percent Of Households,41.9,% Of Households With Access To One Car
S12000038,2003,Ratio,Percent Of Households,41.2,% Of Households With Access To One Car
S12000038,2016,Ratio,Percent Of Households,43.3,% Of Households With Access To One Car
S12000038,2015,Ratio,Percent Of Households,36.6,% Of Households Without Access To A Car
S12000038,2016,Ratio,Percent Of Households,28.4,% Of Households With Access To Two Or More Cars
S12000038,2015,Ratio,Percent Of Households,39.3,% Of Households With Access To One Car
S12000048,2016,Ratio,Percent Of Households,40.9,% Of Households With Access To One Car
S12000048,2007,Ratio,Percent Of Households,34.8,% Of Households With Access To Two Or More Cars
S12000048,2015,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000048,2016,Ratio,Percent Of Households,34.8,% Of Households With Access To Two Or More Cars
S12000048,2012,Ratio,Percent Of Households,44.1,% Of Households With Access To One Car
S12000038,1999,Ratio,Percent Of Households,46,% Of Households Without Access To A Car
S12000038,2014,Ratio,Percent Of Households,41.4,% Of Households With Access To One Car
S12000047,2014,Ratio,Percent Of Households,45.7,% Of Households With Access To One Car
S12000038,2014,Ratio,Percent Of Households,30.6,% Of Households Without Access To A Car
S12000047,2013,Ratio,Percent Of Households,46.4,% Of Households With Access To One Car
S12000038,2013,Ratio,Percent Of Households,33.2,% Of Households Without Access To A Car
S12000038,2007,Ratio,Percent Of Households,42.4,% Of Households With Access To One Car
S12000047,2012,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000038,2005,Ratio,Percent Of Households,34.5,% Of Households Without Access To A Car
S12000047,2015,Ratio,Percent Of Households,47.5,% Of Households With Access To One Car
S12000038,2017,Ratio,Percent Of Households,27.8,% Of Households Without Access To A Car
S12000038,2018,Ratio,Percent Of Households,27,% Of Households Without Access To A Car
S12000038,2007,Ratio,Percent Of Households,30.8,% Of Households Without Access To A Car
S12000038,2014,Ratio,Percent Of Households,28,% Of Households With Access To Two Or More Cars
S12000038,2016,Ratio,Percent Of Households,28.3,% Of Households Without Access To A Car
S12000038,2018,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000038,2019,Ratio,Percent Of Households,27,% Of Households Without Access To A Car
S12000038,2001,Ratio,Percent Of Households,38.8,% Of Households Without Access To A Car
S12000038,1999,Ratio,Percent Of Households,15.4,% Of Households With Access To Two Or More Cars
S12000038,2017,Ratio,Percent Of Households,39.9,% Of Households With Access To One Car
S12000038,2005,Ratio,Percent Of Households,25.9,% Of Households With Access To Two Or More Cars
S12000036,2005,Ratio,Percent Of Households,40.2,% Of Households Without Access To A Car
S12000036,2015,Ratio,Percent Of Households,39.8,% Of Households Without Access To A Car
S12000036,2012,Ratio,Percent Of Households,41.2,% Of Households Without Access To A Car
S12000048,2012,Ratio,Percent Of Households,30.7,% Of Households With Access To Two Or More Cars
S12000036,2019,Ratio,Percent Of Households,40,% Of Households With Access To One Car
S12000036,2013,Ratio,Percent Of Households,44.2,% Of Households With Access To One Car
S12000036,2003,Ratio,Percent Of Households,43.9,% Of Households With Access To One Car
S12000036,2009,Ratio,Percent Of Households,42.2,% Of Households Without Access To A Car
S12000036,2013,Ratio,Percent Of Households,39.8,% Of Households Without Access To A Car
S12000048,2009,Ratio,Percent Of Households,20.8,% Of Households Without Access To A Car
S12000048,2005,Ratio,Percent Of Households,52,% Of Households With Access To One Car
S12000048,2001,Ratio,Percent Of Households,25.8,% Of Households With Access To Two Or More Cars
S12000036,2005,Ratio,Percent Of Households,43.6,% Of Households With Access To One Car
S12000048,2009,Ratio,Percent Of Households,31.5,% Of Households With Access To Two Or More Cars
S12000036,2001,Ratio,Percent Of Households,44.4,% Of Households With Access To One Car
S12000036,2001,Ratio,Percent Of Households,15.2,% Of Households With Access To Two Or More Cars
S12000036,2009,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000036,2018,Ratio,Percent Of Households,41,% Of Households Without Access To A Car
S12000048,2007,Ratio,Percent Of Households,18.6,% Of Households Without Access To A Car
S12000036,2012,Ratio,Percent Of Households,42.7,% Of Households With Access To One Car
S12000036,2017,Ratio,Percent Of Households,42.2,% Of Households With Access To One Car
S12000038,2013,Ratio,Percent Of Households,24.5,% Of Households With Access To Two Or More Cars
S12000038,2009,Ratio,Percent Of Households,23.7,% Of Households With Access To Two Or More Cars
S12000048,2015,Ratio,Percent Of Households,32.9,% Of Households With Access To Two Or More Cars
S12000038,2017,Ratio,Percent Of Households,32.4,% Of Households With Access To Two Or More Cars
S12000038,2015,Ratio,Percent Of Households,24.1,% Of Households With Access To Two Or More Cars
S12000038,2019,Ratio,Percent Of Households,27,% Of Households With Access To Two Or More Cars
S12000038,2001,Ratio,Percent Of Households,21.4,% Of Households With Access To Two Or More Cars
S12000038,2012,Ratio,Percent Of Households,34.9,% Of Households Without Access To A Car
